method_id,project,file_path,startline,endline,method_loc,method_name,method_source,srp_score_llm,srp_label_llm,srp_confidence_llm,srp_notes_llm,ocp_score_llm,ocp_label_llm,ocp_confidence_llm,ocp_notes_llm,dip_score_llm,dip_label_llm,dip_confidence_llm,dip_notes_llm,overall_solid_score,overall_flags
systems/Projects/struts-main/plugins/json/src/main/java/org/apache/struts2/json/JSONPopulator.java:139-179,struts,systems/Projects/struts-main/plugins/json/src/main/java/org/apache/struts2/json/JSONPopulator.java,139,179,41,convertToArray,"private Object convertToArray (Class clazz, Type type, Object value, Method accessor) throws JSONException, IllegalArgumentException, IllegalAccessException, InvocationTargetException, InstantiationException, NoSuchMethodException, IntrospectionException {
    if (value == null) return null;
    else if (value instanceof List) {
        Class arrayType = clazz.getComponentType ();
        List values = (List) value;
        Object newArray = Array.newInstance (arrayType, values.size ());
        for (int j = 0; j < values.size (); j ++) {
            Object listValue = values.get (j);
            if (arrayType.equals (Object.class)) {
                Array.set (newArray, j, listValue);
            }
            else if (isJSONPrimitive (arrayType)) {
                Array.set (newArray, j, this.convertPrimitive (arrayType, listValue, accessor));
            }
            else if (listValue instanceof Map) {
                Object newObject;
                if (Map.class.isAssignableFrom (arrayType)) {
                    newObject = convertToMap (arrayType, type, listValue, accessor);
                }
                else if (List.class.isAssignableFrom (arrayType)) {
                    newObject = convertToCollection (arrayType, type, listValue, accessor);
                }
                else {
                    newObject = arrayType.newInstance ();
                    this.populateObject (newObject, (Map) listValue);
                }
                Array.set (newArray, j, newObject);
            }
            else throw new JSONException (""Incompatible types for property "" + accessor.getName ());
        }
        return newArray;
    }
    else throw new JSONException (""Incompatible types for property "" + accessor.getName ());
}",1,Partial,0.55,Method mixes iteration/array building with multiple conversion paths and object population; could still be considered one responsibility (convert list to array) but cohesion depends on surrounding design.,0,Violated,0.8,"Branching appears to represent type-based conversion variants, increasing modification risk for new cases.",1,Partial,0.6,The only 'new' is reflective instantiation of an unknown type; without class-level context it's unclear whether this creates replaceable collaborators or just data objects.,2,needs_more_context
systems/Projects/struts-main/plugins/config-browser/src/main/java/org/apache/struts2/config_browser/ShowConstantsAction.java:35-41,struts,systems/Projects/struts-main/plugins/config-browser/src/main/java/org/apache/struts2/config_browser/ShowConstantsAction.java,35,41,7,setContainer,"public void setContainer (Container container) {
    super.setContainer (container);
    constants = new HashMap < String, String > ();
    for (String key : container.getInstanceNames (String.class)) {
        constants.put (key, container.getInstance (String.class, key));
    }
}",1,Partial,0.55,Method mixes setting a dependency with deriving/populating a map from it; whether this is a single cohesive responsibility depends on the class role.,2,Compliant,0.75,Method does not hard-code multiple behavioral variants; changes are more likely in collaborators than in this method.,2,Compliant,0.8,No direct instantiation of external services/clients; uses injected Container and JDK collection.,5,needs_more_context
systems/Projects/struts-main/core/src/test/java/org/apache/struts2/text/StrutsLocalizedTextProviderTest.java:551-560,struts,systems/Projects/struts-main/core/src/test/java/org/apache/struts2/text/StrutsLocalizedTextProviderTest.java,551,560,10,setUp,"protected void setUp () throws Exception {
    super.setUp ();
    XmlConfigurationProvider provider = new StrutsXmlConfigurationProvider (""xwork-sample.xml"");
    container.inject (provider);
    loadConfigurationProviders (provider);
    localizedTextProvider = container.getInstance (LocalizedTextProvider.class);
    ActionContext.getContext ().withLocale (Locale.US);
}",1,Partial,0.55,"As a test lifecycle setUp method, multiple initialization actions may still be cohesive, but cohesion depends on the test class role and conventions.",1,Partial,0.5,"No branching/variant encoding is present, but changeable setup parameters are embedded; whether this is an extensibility concern depends on surrounding test design.",0,Violated,0.75,Method introduces concrete and static dependencies rather than relying solely on injected abstractions.,2,needs_more_context
systems/Projects/junit5-main/junit-platform-launcher/src/main/java/org/junit/platform/launcher/core/StreamInterceptor.java:35-37,junit5,systems/Projects/junit5-main/junit-platform-launcher/src/main/java/org/junit/platform/launcher/core/StreamInterceptor.java,35,37,3,registerStdout,"static Optional < StreamInterceptor > registerStdout (int maxNumberOfBytesPerThread) {
    return register (System.out, System :: setOut, maxNumberOfBytesPerThread);
}",2,Compliant,0.9,,2,Compliant,0.85,,1,Partial,0.55,Use of System streams suggests tight coupling to JVM globals; whether this is acceptable depends on surrounding design and testability requirements.,5,
systems/Projects/jackson-databind-2.19/src/test/java/com/fasterxml/jackson/databind/convert/CoerceFloatToStringTest.java:90-101,jackson-databind,systems/Projects/jackson-databind-2.19/src/test/java/com/fasterxml/jackson/databind/convert/CoerceFloatToStringTest.java,90,101,12,assertSuccessfulFloatToStringCoercionWith,"private void assertSuccessfulFloatToStringCoercionWith (ObjectMapper objectMapper) throws JsonProcessingException {
    assertEquals (""3.0"", objectMapper.readValue (""3.0"", String.class));
    assertEquals (""-2.0"", objectMapper.readValue (""-2.0"", String.class));
    {
        StringWrapper w = objectMapper.readValue (""{\""str\"": -5.0}"", StringWrapper.class);
        assertEquals (""-5.0"", w.str);
        String [] arr = objectMapper.readValue (""[ 2.0 ]"", String [].class);
        assertEquals (""2.0"", arr [0]);
    }
}",2,Compliant,0.78,,2,Compliant,0.7,,2,Compliant,0.74,,6,
systems/Projects/selenium-trunk/java/src/org/openqa/selenium/bidi/browsingcontext/BrowsingContext.java:226-230,selenium,systems/Projects/selenium-trunk/java/src/org/openqa/selenium/bidi/browsingcontext/BrowsingContext.java,226,230,5,handleUserPrompt,"public void handleUserPrompt (boolean accept, String userText) {
    this.bidi.send (new Command < > (HANDLE_USER_PROMPT, Map.of (CONTEXT, id, ""accept"", accept, ""userText"", userText)));
}",2,Compliant,0.9,,2,Compliant,0.85,,1,Partial,0.55,Cannot determine from this method alone whether Command is a simple value/DTO or a replaceable collaborator; also cannot see whether bidi is an abstraction or concrete type.,5,needs_more_context
systems/Projects/jackson-databind-2.19/src/main/java/com/fasterxml/jackson/databind/introspect/POJOPropertyBuilder.java:1280-1320,jackson-databind,systems/Projects/jackson-databind-2.19/src/main/java/com/fasterxml/jackson/databind/introspect/POJOPropertyBuilder.java,1280,1320,41,_explode,"private void _explode (Collection < PropertyName > newNames, Map < PropertyName, POJOPropertyBuilder > props, Linked < ? > accessors) {
    final Linked < ? > firstAcc = accessors;
    for (Linked < ? > node = accessors; node != null; node = node.next) {
        PropertyName name = node.name;
        if (! node.isNameExplicit || name == null) {
            if (! node.isVisible) {
                continue;
            }
            throw new IllegalStateException (""Conflicting/ambiguous property name definitions (implicit name "" + ClassUtil.name (_name) + ""): found multiple explicit names: "" + newNames + "", but also implicit accessor: "" + node);
        }
        POJOPropertyBuilder prop = props.get (name);
        if (prop == null) {
            prop = new POJOPropertyBuilder (_config, _annotationIntrospector, _forSerialization, _internalName, name);
            props.put (name, prop);
        }
        if (firstAcc == _fields) {
            Linked < AnnotatedField > n2 = (Linked < AnnotatedField >) node;
            prop._fields = n2.withNext (prop._fields);
        }
        else if (firstAcc == _getters) {
            Linked < AnnotatedMethod > n2 = (Linked < AnnotatedMethod >) node;
            prop._getters = n2.withNext (prop._getters);
        }
        else if (firstAcc == _setters) {
            Linked < AnnotatedMethod > n2 = (Linked < AnnotatedMethod >) node;
            prop._setters = n2.withNext (prop._setters);
        }
        else if (firstAcc == _ctorParameters) {
            Linked < AnnotatedParameter > n2 = (Linked < AnnotatedParameter >) node;
            prop._ctorParameters = n2.withNext (prop._ctorParameters);
        }
        else {
            throw new IllegalStateException (""Internal error: mismatched accessors, property: "" + this);
        }
    }
}",1,Partial,0.55,"Cohesion depends on whether this method's sole role in the class is to redistribute accessors into per-name properties; without class-level context, SRP is uncertain.",0,Violated,0.8,Adding a new accessor kind would require editing this method to add another branch and assignment target.,1,Partial,0.6,"Without broader context, it's unclear whether POJOPropertyBuilder is a replaceable service/collaborator or simply an internal data structure; static utility usage is minor but still a concrete dependency.",2,needs_more_context
systems/Projects/SolidLeaning/fitnesse/test/fitnesse/responders/files/PublisherTest.java:72-79,fitnesse,systems/Projects/SolidLeaning/fitnesse/test/fitnesse/responders/files/PublisherTest.java,72,79,8,skipSpecialPages,"public void skipSpecialPages () {
    WikiPageUtil.addPage (root, PathParser.parse (""PageHeader""), ""header"");
    WikiPageUtil.addPage (root, PathParser.parse (""PageFooter""), ""footer"");
    WikiPageUtil.addPage (root, PathParser.parse (""files""), ""files"");
    Publisher publisher = new Publisher (TEMPLATE, ""out"", root.getPageCrawler (), this :: writer);
    publisher.traverse (root);
    Assert.assertEquals (""out/root.html"", paths);
}",0,Violated,0.75,"Method combines arranging test data, invoking traversal, and asserting results (multiple responsibilities within the method).",2,Compliant,0.7,"No structural variation points (e.g., branch chains or policy constants) are encoded in this method.",0,Violated,0.8,Method constructs and directly uses concrete types/utilities rather than depending on abstractions.,2,
systems/Projects/selenium-trunk/java/test/org/openqa/selenium/grid/data/NodeStatusTest.java:114-149,selenium,systems/Projects/selenium-trunk/java/test/org/openqa/selenium/grid/data/NodeStatusTest.java,114,149,36,withSessionTimeoutInJsonStatus,"void withSessionTimeoutInJsonStatus () throws URISyntaxException {
    String source = ""{\n"" + ""      \""availability\"": \""UP\"",\n"" + ""      \""externalUri\"": \""http:\\u002f\\u002f192.168.1.101:5555\"",\n"" + ""      \""heartbeatPeriod\"": 60000,\n"" + ""      \""maxSessions\"": 1,\n"" + ""      \""sessionTimeout\"": 600000,\n"" + ""      \""nodeId\"": \""d136dd9b-6497-4049-9371-42f89b14ea2b\"",\n"" + ""      \""osInfo\"": {\n"" + ""        \""arch\"": \""aarch64\"",\n"" + ""        \""name\"": \""Mac OS X\"",\n"" + ""        \""version\"": \""15.3\""\n"" + ""      },\n"" + ""      \""slots\"": [\n"" + ""        {\n"" + ""          \""id\"": {\n"" + ""            \""hostId\"": \""d136dd9b-6497-4049-9371-42f89b14ea2b\"",\n"" + ""            \""id\"": \""965e8cb4-7b48-4638-8bc8-6889c6319682\""\n"" + ""          },\n"" + ""          \""lastStarted\"": \""1970-01-01T00:00:00Z\"",\n"" + ""          \""session\"": null,\n"" + ""          \""stereotype\"": {\n"" + ""            \""browserName\"": \""chrome\"",\n"" + ""            \""platformName\"": \""mac\""\n"" + ""          }\n"" + ""        }\n"" + ""      ],\n"" + ""      \""version\"": \""4.17.0 (revision unknown*)\""\n"" + ""    }"";
    Json json = new Json ();
    NodeStatus nodeStatus = json.toType (source, NodeStatus.class);
    assertThat (nodeStatus.getSessionTimeout ()).isEqualTo (Duration.ofSeconds (600));
}",2,Compliant,0.78,,2,Compliant,0.72,,1,Partial,0.55,"The 'Json' type may be a simple utility/value-like object or a replaceable service; without broader context, coupling impact is uncertain.",5,needs_more_context
systems/Projects/commons-lang-master/src/main/java/org/apache/commons/lang3/text/StrSubstitutor.java:793-803,commons-lang,systems/Projects/commons-lang-master/src/main/java/org/apache/commons/lang3/text/StrSubstitutor.java,793,803,11,replaceIn,"public boolean replaceIn (final StringBuffer source, final int offset, final int length) {
    if (source == null) {
        return false;
    }
    final StrBuilder buf = new StrBuilder (length).append (source, offset, length);
    if (! substitute (buf, 0, length)) {
        return false;
    }
    source.replace (offset, offset + length, buf.toString ());
    return true;
}",2,Compliant,0.78,,2,Compliant,0.7,,1,Partial,0.55,needs_more_context,5,needs_more_context
systems/Projects/junit5-main/platform-tests/src/test/java/org/junit/platform/engine/support/hierarchical/ParallelExecutionIntegrationTests.java:817-820,junit5,systems/Projects/junit5-main/platform-tests/src/test/java/org/junit/platform/engine/support/hierarchical/ParallelExecutionIntegrationTests.java,817,820,4,secondTest,"void secondTest () {
    assertTrue (B.tryLock ());
    assertTrue (A.tryLock ());
}",2,Compliant,0.78,,2,Compliant,0.72,,2,Compliant,0.7,,6,
systems/Projects/junit5-main/jupiter-tests/src/test/java/org/junit/jupiter/api/AssertThrowsExactlyAssertionsTests.java:265-279,junit5,systems/Projects/junit5-main/jupiter-tests/src/test/java/org/junit/jupiter/api/AssertThrowsExactlyAssertionsTests.java,265,279,15,assertThrowsWithExecutableThatThrowsInstanceOfStaticNestedClassAsUnexpectedException,"void assertThrowsWithExecutableThatThrowsInstanceOfStaticNestedClassAsUnexpectedException () {
    try {
        assertThrowsExactly (IllegalStateException.class, () -> {
            throw new LocalException ();
        });
        expectAssertionFailedError ();
    } catch (AssertionFailedError ex) {
        assertMessageStartsWith (ex, ""Unexpected exception type thrown, "");
        assertMessageContains (ex, ""expected: <java.lang.IllegalStateException>"");
        assertMessageContains (ex, ""but was: <"" + LocalException.class.getName ().replace (""$"", ""."") + "">"");
        assertThat (ex).hasCauseExactlyInstanceOf (LocalException.class);
    }
}",2,Compliant,0.78,,2,Compliant,0.7,,1,Partial,0.55,needs_more_context,5,needs_more_context
systems/Projects/jackson-databind-2.19/src/test/java/com/fasterxml/jackson/databind/introspect/AccessorNamingStrategyTest.java:217-249,jackson-databind,systems/Projects/jackson-databind-2.19/src/test/java/com/fasterxml/jackson/databind/introspect/AccessorNamingStrategyTest.java,217,249,33,testFirstLetterConfigs,"public void testFirstLetterConfigs () throws Exception {
    final FirstLetterVariesBean input = new FirstLetterVariesBean ();
    final String STD_EXP = a2q (""{'4Roses':42,'land':true,'value':31337}"");
    ObjectMapper mapper = newJsonMapper ();
    assertEquals (STD_EXP, mapper.writeValueAsString (input));
    mapper = JsonMapper.builder ().accessorNaming (new DefaultAccessorNamingStrategy.Provider ().withFirstCharAcceptance (true, true)).build ();
    assertEquals (STD_EXP, mapper.writeValueAsString (input));
    mapper = JsonMapper.builder ().accessorNaming (new DefaultAccessorNamingStrategy.Provider ().withFirstCharAcceptance (true, false)).build ();
    assertEquals (a2q (""{'land':true,'value':31337}""), mapper.writeValueAsString (input));
    mapper = JsonMapper.builder ().accessorNaming (new DefaultAccessorNamingStrategy.Provider ().withFirstCharAcceptance (false, true)).build ();
    assertEquals (a2q (""{'4Roses':42,'value':31337}""), mapper.writeValueAsString (input));
}",2,Compliant,0.78,Method is a cohesive unit test verifying serialization output under several configurations.,1,Partial,0.55,"As a test, modification-on-change is expected; method-level structure still encodes several variants via hard-coded cases.",1,Partial,0.6,"In a test method, direct construction is common; without more context it's unclear whether these are replaceable collaborators or just value/configuration objects.",4,needs_more_context
systems/Projects/selenium-trunk/java/src/org/openqa/selenium/remote/http/RetryRequest.java:39-80,selenium,systems/Projects/selenium-trunk/java/src/org/openqa/selenium/remote/http/RetryRequest.java,39,80,42,apply,"public HttpHandler apply (HttpHandler next) {
    return req -> {
        for (int i = 0; i < NEEDED_ATTEMPTS; i ++) {
            HttpResponse response;
            try {
                response = next.execute (req);
            } catch (RuntimeException ex) {
                boolean isConnectionFailure = ex.getCause () instanceof ConnectException;
                if (isConnectionFailure && i < RETRIES_ON_CONNECTION_FAILURE) {
                    LOG.log (LOG_LEVEL, ""Retry #"" + (i + 1) + "" on ConnectException"", ex);
                    continue;
                }
                throw ex;
            }
            boolean isServerError = (response.getStatus () == HTTP_INTERNAL_ERROR && response.getContent ().length () == 0) || response.getStatus () == HTTP_UNAVAILABLE;
            if (isServerError && i < RETRIES_ON_SERVER_ERROR) {
                LOG.log (LOG_LEVEL, ""Retry #"" + (i + 1) + "" on ServerError: "" + response.getStatus ());
                continue;
            }
            return response;
        }
        throw new IllegalStateException (""Effective unreachable code reached, check constants."");
    };
}",2,Compliant,0.78,,0,Violated,0.8,,2,Compliant,0.72,,4,
systems/Projects/junit5-main/jupiter-tests/src/test/java/org/junit/jupiter/engine/TestTemplateInvocationTests.java:694-720,junit5,systems/Projects/junit5-main/jupiter-tests/src/test/java/org/junit/jupiter/engine/TestTemplateInvocationTests.java,694,720,27,createContext,"private TestTemplateInvocationContext createContext (String argument) {
    return new TestTemplateInvocationContext () {
        @Override
        public String getDisplayName (int invocationIndex) {
            return TestTemplateInvocationContext.super.getDisplayName (invocationIndex) + "" "" + argument;
        }@Override
        public List < Extension > getAdditionalExtensions () {
            return singletonList (new ParameterResolver () {
                @Override
                public boolean supportsParameter (ParameterContext parameterContext, ExtensionContext extensionContext) throws ParameterResolutionException {
                    return true;
                }@Override
                public Object resolveParameter (ParameterContext parameterContext, ExtensionContext extensionContext) throws ParameterResolutionException {
                    return argument;
                }
            }
            );
        }
    }
    ;
}",2,Compliant,0.72,,2,Compliant,0.7,,1,Partial,0.55,Instantiation is of interfaces via anonymous classes; whether these are considered replaceable external collaborators vs test-local helpers is context-dependent.,5,needs_more_context
systems/Projects/jackson-databind-2.19/src/main/java/com/fasterxml/jackson/databind/util/BeanUtil.java:47-73,jackson-databind,systems/Projects/jackson-databind-2.19/src/main/java/com/fasterxml/jackson/databind/util/BeanUtil.java,47,73,27,okNameForRegularGetter,"public static String okNameForRegularGetter (AnnotatedMethod am, String name, boolean stdNaming) {
    if (name.startsWith (""get"")) {
        if (""getCallbacks"".equals (name)) {
            if (isCglibGetCallbacks (am)) {
                return null;
            }
        }
        else if (""getMetaClass"".equals (name)) {
            if (isGroovyMetaClassGetter (am)) {
                return null;
            }
        }
        return stdNaming ? stdManglePropertyName (name, 3) : legacyManglePropertyName (name, 3);
    }
    return null;
}",2,Compliant,0.78,,1,Partial,0.62,needs_more_context,2,Compliant,0.9,,5,needs_more_context
systems/Projects/selenium-trunk/java/test/org/openqa/selenium/support/ui/FluentWaitTest.java:244-265,selenium,systems/Projects/selenium-trunk/java/test/org/openqa/selenium/support/ui/FluentWaitTest.java,244,265,22,callsDeprecatedHandlerForRuntimeExceptions,"void callsDeprecatedHandlerForRuntimeExceptions () {
    final TimeoutException exception = new TimeoutException ();
    when (mockClock.instant ()).thenReturn (EPOCH, EPOCH.plusMillis (2500));
    when (mockCondition.apply (mockDriver)).thenThrow (exception);
    final TestException sentinelException = new TestException ();
    FluentWait < WebDriver > wait = new FluentWait < WebDriver > (mockDriver, mockClock, mockSleeper) {
        @Override
        protected RuntimeException timeoutException (String message, Throwable lastException) {
            throw sentinelException;
        }
    }
    ;
    wait.withTimeout (Duration.ofMillis (0)).pollingEvery (Duration.ofSeconds (2)).ignoring (TimeoutException.class);
    assertThatExceptionOfType (TestException.class).isThrownBy (() -> wait.until (mockCondition)).satisfies (expected -> assertThat (sentinelException).isSameAs (expected));
}",2,Compliant,0.78,,2,Compliant,0.74,,1,Partial,0.55,needs_more_context,5,needs_more_context
systems/Projects/SolidLeaning/fitnesse/test/fitnesse/wikitext/parser/TodayTest.java:24-27,fitnesse,systems/Projects/SolidLeaning/fitnesse/test/fitnesse/wikitext/parser/TodayTest.java,24,27,4,tearDown,"public void tearDown () {
    Clock.restoreDefaultClock ();
    Locale.setDefault (originalLocale);
}",2,Compliant,0.72,,2,Compliant,0.66,,0,Violated,0.74,"Method is tightly coupled to static/global APIs, reducing replaceability in tests or alternate implementations.",4,
systems/Projects/jmeter-master/src/core/src/main/java/org/apache/jmeter/util/JsseSSLManager.java:98-120,jmeter,systems/Projects/jmeter-master/src/core/src/main/java/org/apache/jmeter/util/JsseSSLManager.java,98,120,23,JsseSSLManager,"public JsseSSLManager (Provider provider) {
    log.debug (""ssl Provider = {}"", provider);
    setProvider (provider);
    if (null == this.rand) {
        this.rand = new SecureRandom ();
    }
    try {
        if (SHARED_SESSION_CONTEXT) {
            log.debug (""Creating shared context"");
            this.defaultContext = createContext ();
        }
        else {
            this.threadlocal = new ThreadLocal < > ();
        }
        HttpsURLConnection.setDefaultSSLSocketFactory (new HttpSSLProtocolSocketFactory (CPS));
        HttpsURLConnection.setDefaultHostnameVerifier ((hostname, session) -> true);
        log.debug (""SSL stuff all set"");
    } catch (GeneralSecurityException ex) {
        log.error (""Could not set up SSLContext"", ex);
    }
    log.debug (""JsseSSLManager installed"");
}",0,Violated,0.78,"Constructor mixes internal initialization, conditional context strategy selection, and global HTTPS defaults configuration.",1,Partial,0.55,"Only one branch, but it selects between two setup paths and hard-codes a verifier; unclear if this is intended to be extensible without modifying this method.",0,Violated,0.8,"Method constructs concrete collaborators and configures global HTTPS defaults via static calls, reducing replaceability.",1,needs_more_context
systems/Projects/SolidLeaning/fitnesse/test/fitnesse/slim/SlimServiceTestBase.java:33-51,fitnesse,systems/Projects/SolidLeaning/fitnesse/test/fitnesse/slim/SlimServiceTestBase.java,33,51,19,startWithFactoryAsync,"public static synchronized void startWithFactoryAsync (final SlimFactory slimFactory, final SlimService.Options options) throws IOException {
    if (service != null && service.isAlive ()) {
        service.interrupt ();
        throw new SlimError (""Already an in-process server running: "" + service.getName () + "" (alive="" + service.isAlive () + "")"");
    }
    ServerSocketFactory serverSocketFactory = options.useSSL ? new SslServerSocketFactory (true, SslParameters.createSslParameters (options.sslParameterClassName)) : new PlainServerSocketFactory ();
    final SlimService slimservice = new SlimService (slimFactory.getSlimServer (), serverSocketFactory.createServerSocket (options.port), options.daemon);
    service = new Thread () {
        @Override
        public void run () {
            try {
                slimservice.accept ();
            } catch (IOException e) {
                throw new SlimError (e);
            }
        }
    }
    ;
    service.start ();
}",1,Partial,0.55,"Method mixes validation/guarding, object construction, and asynchronous thread startup; could be seen as one orchestration responsibility but cohesion depends on surrounding class role.",1,Partial,0.6,"Only one main branch, but it selects between concrete implementations; future socket types/policies would likely require modifying this method.",0,Violated,0.85,"Method constructs concrete collaborators and manages a static thread field, reducing replaceability and inversion of control.",2,needs_more_context
systems/Projects/struts-main/core/src/main/java/org/apache/struts2/inject/util/ReferenceCache.java:199-203,struts,systems/Projects/struts-main/core/src/main/java/org/apache/struts2/inject/util/ReferenceCache.java,199,203,5,readObject,"private void readObject (ObjectInputStream in) throws IOException, ClassNotFoundException {
    in.defaultReadObject ();
    this.futures = new ConcurrentHashMap < > ();
    this.localFuture = new ThreadLocal < > ();
}",2,Compliant,0.78,,2,Compliant,0.74,,2,Compliant,0.7,,6,
systems/Projects/jackson-databind-2.19/src/test/java/com/fasterxml/jackson/databind/deser/creators/NullValueViaCreatorTest.java:49-56,jackson-databind,systems/Projects/jackson-databind-2.19/src/test/java/com/fasterxml/jackson/databind/deser/creators/NullValueViaCreatorTest.java,49,56,8,findBeanDeserializer,"public JsonDeserializer < ? > findBeanDeserializer (JavaType type, DeserializationConfig config, BeanDescription beanDesc) {
    if (! Contained.class.isAssignableFrom (type.getRawClass ())) {
        return null;
    }
    return new ContainedDeserializer ();
}",2,Compliant,0.78,,2,Compliant,0.7,,0,Violated,0.74,Method is tightly coupled to a specific deserializer implementation via direct construction.,4,
systems/Projects/selenium-trunk/java/test/org/openqa/selenium/bidi/input/DefaultMouseTest.java:330-344,selenium,systems/Projects/selenium-trunk/java/test/org/openqa/selenium/bidi/input/DefaultMouseTest.java,330,344,15,testMovingMouseToRelativeElementOffset,"public void testMovingMouseToRelativeElementOffset () {
    driver.get (pages.mouseTrackerPage);
    WebElement trackerDiv = driver.findElement (By.id (""mousetracker""));
    Dimension size = trackerDiv.getSize ();
    inputModule.perform (windowHandle, getBuilder (driver).moveToElement (trackerDiv, 95 - size.getWidth () / 2, 195 - size.getHeight () / 2).getSequences ());
    WebElement reporter = driver.findElement (By.id (""status""));
    wait.until (fuzzyMatchingOfCoordinates (reporter, 95, 195));
}",1,Partial,0.55,"As a test method, this may be a single cohesive scenario, but that role is not provable from the method alone.",0,Violated,0.75,No extensibility mechanism is visible for varying the target/expected coordinates without editing the method.,2,Compliant,0.7,Method does not introduce new concrete service dependencies via 'new' or static singletons.,3,needs_more_context
systems/Projects/jackson-databind-2.19/src/main/java/com/fasterxml/jackson/databind/node/FloatNode.java:95-97,jackson-databind,systems/Projects/jackson-databind-2.19/src/main/java/com/fasterxml/jackson/databind/node/FloatNode.java,95,97,3,bigIntegerValue,"public BigInteger bigIntegerValue () {
    return decimalValue ().toBigInteger ();
}",2,Compliant,0.9,,2,Compliant,0.85,,2,Compliant,0.9,,6,
systems/Projects/selenium-trunk/java/src/org/openqa/selenium/interactions/Actions.java:457-460,selenium,systems/Projects/selenium-trunk/java/src/org/openqa/selenium/interactions/Actions.java,457,460,4,pause,"public Actions pause (Duration duration) {
    Require.nonNegative (""Duration of pause"", duration);
    return tick (new Pause (getActivePointer (), duration));
}",2,Compliant,0.78,,2,Compliant,0.74,,1,Partial,0.55,needs_more_context,5,needs_more_context
systems/Projects/hibernate-orm-main/hibernate-core/src/main/java/org/hibernate/bytecode/enhance/internal/bytebuddy/FieldAccessEnhancer.java:51-118,hibernate-orm,systems/Projects/hibernate-orm-main/hibernate-core/src/main/java/org/hibernate/bytecode/enhance/internal/bytebuddy/FieldAccessEnhancer.java,51,118,68,wrap,"public MethodVisitor wrap (TypeDescription instrumentedType, MethodDescription instrumentedMethod, MethodVisitor methodVisitor, Implementation.Context implementationContext, TypePool typePool, int writerFlags, int readerFlags) {
    return new MethodVisitor (OpenedClassReader.ASM_API, methodVisitor) {
        @Override
        public void visitFieldInsn (int opcode, String owner, String name, String desc) {
            if (opcode != Opcodes.GETFIELD && opcode != Opcodes.PUTFIELD) {
                super.visitFieldInsn (opcode, owner, name, desc);
                return;
            }
            TypeDescription declaredOwnerType = findDeclaredType (owner);
            AnnotatedFieldDescription field = findField (declaredOwnerType, name, desc);
            enhancementContext.discoverCompositeTypes (declaredOwnerType, typePool);
            if ((enhancementContext.isEntityClass (declaredOwnerType.asErasure ()) || enhancementContext.isCompositeClass (declaredOwnerType.asErasure ())) && ! field.getType ().asErasure ().equals (managedCtClass) && enhancementContext.isPersistentField (field) && ! field.hasAnnotation (Id.class) && ! field.getName ().equals (""this$0"")) {
                log.debugf (""Extended enhancement: Transforming access to field [%s#%s] from method [%s#%s()]"", declaredOwnerType.getName (), field.getName (), instrumentedType.getName (), instrumentedMethod.getName ());
                switch (opcode) {
                    case Opcodes.GETFIELD :
                        methodVisitor.visitMethodInsn (Opcodes.INVOKEVIRTUAL, owner, EnhancerConstants.PERSISTENT_FIELD_READER_PREFIX + name, Type.getMethodDescriptor (Type.getType (desc)), false);
                        return;
                    case Opcodes.PUTFIELD :
                        if (field.getFieldDescription ().isFinal ()) {
                            break;
                        }
                        methodVisitor.visitMethodInsn (Opcodes.INVOKEVIRTUAL, owner, EnhancerConstants.PERSISTENT_FIELD_WRITER_PREFIX + name, Type.getMethodDescriptor (Type.getType (void.class), Type.getType (desc)), false);
                        return;
                    default :
                        throw new EnhancementException (""Unexpected opcode: "" + opcode);
                }
            }
            super.visitFieldInsn (opcode, owner, name, desc);
        }
    }
    ;
}",1,Partial,0.55,Method mixes wrapper construction with non-trivial bytecode-instruction handling logic; cohesion depends on the class role (enhancer) not fully visible here.,1,Partial,0.6,"Only two main opcode variants are handled, but the in-method policy/criteria and explicit switch suggest future variants/criteria changes may require modifying this method; cannot confirm if extension points exist elsewhere.",2,Compliant,0.75,The method does not directly new-up replaceable infrastructure collaborators; dependencies appear to be supplied via parameters/fields.,4,needs_more_context
systems/Projects/SolidLeaning/fitnesse/test/fitnesse/wiki/fs/DiskFileSystemTest.java:24-34,fitnesse,systems/Projects/SolidLeaning/fitnesse/test/fitnesse/wiki/fs/DiskFileSystemTest.java,24,34,11,findFilesAndFolders,"public void findFilesAndFolders () throws IOException {
    new File (rootDir, ""DirName"").createNewFile ();
    new File (rootDir, ""filename"").createNewFile ();
    new File (rootDir, ""CVS"").createNewFile ();
    List < String > listing = Arrays.asList (new DiskFileSystem ().list (rootDir));
    assertEquals (listing.toString (), 2, listing.size ());
    assertTrue (""no DirName found"", listing.contains (""DirName""));
    assertTrue (""no filename found"", listing.contains (""filename""));
}",0,Violated,0.75,,2,Compliant,0.7,,0,Violated,0.85,,2,
